Wikipedia pageid
13471
58017
102226
453778
87334
5985739
38954
10823
308790
28191
45906
63390
34413
4468
5564486
18994221
85232
46883
334990
19919
6173994
17238662
455547
3049
54592
4368
27318
268420
19178886
1436
952459
7976
231676
33873
55490
33917
10401954
267370
25916521
26191
197767
28288
39343
18091
1645042
66014
154664
15146
32571
27278
17566665
656
701
9946
23371382
143177
650498
44424
11274
20913980
64971
17932
40888948
282998
155311
20903754
796629
57008
1032610
531611
18993816
6623
316723
39831
206119
32629
51414
102459
194603
2408
342694
142721
6953458
5288
10303
9230
98581
9228
18393
682482
26700
18831
13692155
37235
29816
435268
29560452
31880
8221
5334607
26769
9239
689
21139
7878457
18842323
33158
33306
10772350
17524
50650
25778403
19331
22939
9127632
19378
674
5391
26751
26903
3778
18839
11039790
19828134
9236
12207
18963910
10646
5180
11145
5165
9630
22986
12229
18580879
249429
18949668
4230
5999
46426065
18973446
9223
18963870
6258
9252
243391
902
25414
10406
22921
9258
9251
5177
19159508
18957
3118
5659
9649
21555729
627
38180
30012
21690
18994022
8072
21296224
26685
9550
11303
33734529
32977
30677
51320
105004
22621
15179951
9262
45087159
22938
39388
14400
29678
39206
1291656
23801631
13139823
40083369
169409
5042916
15573
11968
26667
3434750
22936
14532
11125639
18959138
21148
645042
14539
8087628
17867
6293
22989
307
3966054
698
23070
27667
14640471
188171
187749
5843419
4269567
31717
6678
5405
10597
4699587
18948043
3383
25391
23601
390875
11867
11884
5042765
44474
34513
20110824
31750
25458
14579
33163
17914
17416221
358
33550
29831
26805
1095706
29688374
19694
32745
17547
9033
12558
38930
2589714
4116
44475
19003265
2731583
4764461
32927
6449
17730
3391396
4689264
18951905
33094374
36922
8311
6037917
4183
33555
24702
9317
33183
22926
17157119
31217535
4576465
69880
26808
17740
43719
13255
8376
34341
4650
323592
5299
21175
22303
22915
19004
904
14533
27114
23318
14734
27127
32897
43494
17414699
13645
33496
752
5222
3267529
125293
18079
19178965
37402
2391490
18951556
14653
9282173
19167679
26051975
3607937
19457
23235
349303
15641
22954
25734
308
30128
15368428
69328
202354
5142
27019
12240
3454
25664190
30118
26199
23440
14627
736
25202
18603746
76762
73165
19379
145443
21383
8145410
5233
15924
20374
14958
31769
8169
36808
3717
27978
5921
27119
19189
16043
14580
981
29812
26825
9906294
22348
37756
19827221
10843
8983183
23366462
32359
21444
1273
13673345
18987
30057
19914843
19579
21476519
6046
18313
3390
8569916
28165911
5906
28736
9476
14914
23317
21272
53306
10568
14995351
19572217
936385
5314
23535
202898
21244
5962
16275
1701
791
28022
19725260
27680
18716923
19877
18842395
22498
177602
7070301
11090
5823
25532
19006
5211
12448
36979
19630739
3410
23915
13486
15606
22576
6613
37966
1354
25459
19653787
72979
43357
162276
21019
24176
4254144
19444
21021
19527
27546
77178
23034
29969
19334
9209651
12
5416
19280734
11054
21748
27999
11188
325363
13633
6125
15247542
18024
17727
5664
3954
149896
4502
12266
7299
6675
7959
15487
46313
21133
20408
4250553
99598
19200
19323
23084
10128
43460
16509
19653842
5052533
18622119
1208
11185
75469
15316
19013
26847
28151
23996
30636
5635
15630
45080
34494
70983
12010
20611428
768413
157898
17158563
18838
22984
7955
21780446
128987
17902
25431
48396
5253
13212
36969
28450
5751
21830
3997
27609
36863
5363
198725
19009110
5042951
10106
19053
29920
24944
20653168
1130
21492751
23634
199661
50482
47515
37530
18717261
12569
8282374
15440316
30297
22760983
1449866
2204
91231
5639
715909
6683766
18949461
23713433
15613
775
9311172
783
800012
15822899
19728
765
13831
25613
27992
92357
26992
604727
19714
37754
18955999
1239
18945005
55917
13404
4721
325329
19283335
32917
1844
29778
9331
19727
13371
18934432
15745
21473
649861
16743
32375
19577
13543
28989696
60633
17939
11887
28297
25525
24140
26743
16016
126630
15624
199169
14631
27964
65119
16143
10671
17384301
1814
21944
37080
21490957
3395
18934
9247
47921
22934
7567080
5820
26961
606848
30365
21378419
43455
6668778
670
64959
23053
16831059
25409
19337310
19179592
9028799
18955875
621
11749910
18940
23501
27712
5791492
62784
19641
44723
30003
66715
25758
57330
14624
21347411
17860
1605200
9284
185427
22208
1196
13311
19555
23635
142586
19555586
25423
10902
9532
18723138
38579
27984
11921
19501
33629
149920
19048
593
19042
27058
37461
849
3973
27008
18994087
20647050
19722
12581
16861908
29952
26145195
32502
1209
82285
5826
20656228
18622193
23604
26714
20913771
7885
24619
9663
1164
33978
29219
4620
14711
20189
874
66540
227918
165423
24544
26310
1771587
27158894
105219
6700
92693
8005
56285
5377
19356
180121
80381
20423
56435
1805
52135
19019270
5069516
625404
30653
40017873
16829895
3397
5623
51518
19022
26764
21527
5094570
14563
30758
53198
16972981
4412145
13277
18836
240146
22278
37857
53682
11657
25784
22153
48146
41228673
27692
11966
21785
12737
10192
20646438
5301493
803
36581
22483
48597
26779
2965
52648
6220
19644137
29252
23259
47641
5378
24536543
30654
14848
5323
21474
18717981
23195
5371
19360669
18842431
569
14587
18951655
25814008
54176
24873453
5987
147885
36971
19773328
40119056
50896
27683
13574
162707
18449273
15319
51892
17160
24217897
99491
37585
4169
27406894
102883
25897
32441
23416994
39316
26781
3054853
10186
18895
50521
23627
12463
19673093
27834
44905
38407
2130
37738
26691
54253
44785
14358
24388
44240
6271
38791
26094
24624
100127
946975
33516
12224
9418
23621
1187
9632
633
14187
55212
5355
17556
20781999
32498
1822
59252
1527181
27743
7984
37694
45599
22131
25042
20431
26301
16736
12441
34076091
4501
26861
26897
46853
55313
29954
22706
11162
15176
30345
277289
10623
16433
21147
30001
9640
22261
5993
19593167
20381
10828
23277715
26833
45086
25676
38076
27937488
23666
28296
29789
51138
18985263
3728109
489526
2917649
204118
24872
37010
1704824
76086
5170
5762
20580
68672
9696
303062
15150
219640
167334
42758
5914
9633
18422
8560
66313
5785
37401
519280
10326
8544
27165
19528
19834
21854
45281
10783
20062
18403271
174521
18978770
49417
19008673
46112
183515
184854
60832
56561
18993927
3401
83859
38393
67500
30994
13890
183403
690842
32653
5360
14104
51370
14099
5176
869123
2068726
12383
6639133
19616384
15739
147020
37220
29664
7485
51329
28387
8900
14073
15287
23416874
10834
40344
212490
26551602
48139
221773
5695
42446
13457
15944
17626
286469
28431
639115
186184
52447
14220
72727
18973384
28002
29174
25009
102920
229060
1973
25595604
515534
19568
90001
556358
175581
81724
32538
29544
27113
189037
302084
19179706
4099
19174720
1102000
20857
151419
159784
990505
16413778
3038
14194
239038
4655918
30927438
512662
803661
52343
201588
29402
235029
1178
14097
177648
314993
12254052
18956035
37477763
46238
18320
28272
37699
13704154
87323
14821485
19547
51372
234714
184729
2899597
84632
198842
380541
237504
1491156
42139
18006808
55697
9656
23626
1417149
521555
334819
21525
1866009
19881
26980756
15443
19716
25715
563299
68761
138848
3684625
30463
53403353
21244047
247817
24698694
9426
16369
41207422
113604
36858
219810
2147
1786
23805
16125
21241
9316
26994
69894
21265
14560
13275
3343
17515
10577
5058739
76972
17675
26748
26964606
12108
3363
23033
5043734
17322701
108956
49728
3354
18110
12521
40334603
534366
31843
30034
5272
3080
18978754
12610483
1092923
5407
24437894
19638032
12067
36896
9248
10048
1014
7626
140558
3372377
659939
3386
56315
64646
7954867
24768
23871
3457
14531
28222445
7089
54773
1396249
22770
3414021
76956
17514
5321
26830
27338
32597
19260
25445
3415
23564616
738
12118
5573
3463
746
600
5593
48768
99721
16642
19137
10878
19261
20760
32408
27248
3708
5042481
3458
9232
3455
32413
15881
29992
31853
23723
57533
32908
9954
33153
32961
18062
5710507
6548
77423
5489
140639
9288
856
38748
44469
7954681
73513
18549
17810
34340
7529378
6187
3608404
18933396
32787
6097297
4637590
65637
18933277
10918072
350137
20556903
29265
8239846
6824
170691
21255
334751
16796
24278
17726
51487
27123535
8199
9508
8638634
26678
33139
57644
38540045
8237
2589713
11778948
36511
155094
19450529
21299730
5804
26773
38940
44980
19036
411161
42179
46817
195193
895968
23473595
53509
42146
21486576
17253537
3335
25594515
2599233
13256
68756
5098574
26305234
72671
17561
3378
45871
19159399
44812
44768
25845
22309
77382
5595163
14337
6554225
211583
2150841
3755
63639
60827
32616
21238
30993
17481271
14708
21273
24320051
5488
26826
18909
4913064
10821
30227
1363
52103
30158
1923
27238
265083
32443
51465
5667
22943
11491
23372
896
21302
11448
23055
5668
17747
19147
16674
19271
10707
27116
30040
32374
5134
32431
5669
844
26828
19051
23420
17238691
9334
25603
24580536
52201
30046
21274
58193
3462
22304
3565457
27228
34420
27208
27198
15660
28824
17238567
3451
951
13270
13394
11898195
8060
13373
9356
7515928
624
46029
5551
22997
350939
22975
7515964
21362
18933066
170131
7515890
17752
17771
19117
29833
39449
171166
22316
8238258
29773
44207
676
26750
60600
7515849
12241
262593
30108
23745
3524766
12242
30598
897
198149
27117
14752
3756
23324
63065
66951
29838
66524
10624594
737
65430
15872
72796
25599
62593
29323
202295
10858
244749
317562
15781
321112
19127
32585
2421391
3466
18617142
5478
30309
20611127
21836
27118
81480
20373503
18933196
34368
30138
30188
15737
34415
34399
32350676
21345189
3459
3464
3470
21490998
5403
19599929
56876
53848
17207794
19312
23325
3764
9366
17238590
11625
678671
42298
2786
901
12027
65656
12176
12186
57744
5447
18962637
17781
17791
17633
18964
19088
28565
18778516
19201
19291
19301
21292
21373
31816
25645
34422
20026306
27288
27308
27358
21275
16243
27421
27451
3871014
19052
30041
13467
53707
17947
17951
206337
37495
23844
25600
25601
4543
23319
5672
17157886
14749
30042
31743
898
30043
7987684
14750
21277
34139
800
5879
23322
9804
3757
30044
13466
899
30048
25602
25604
15179
53424
2377
442482
17948
48068
23041
4764846
20629
15852
14849
92945
17391
7822
16844
180968
236428
21967242
200366
45746
4068
62459
6886
34061
316532
29392
10100
29490
22468
11646
38261
1425
25101
50585
47905
45139
56656
44275267
34040
28329803
87168
50884
37534
51153
3069677
51056
8210131
24580596
251720
21276
11015252
9477
23332
23734
12957
18707
18890
30536
6852
7607314
21632
8592
30570
262376
13621
20155
55906
26291
29810
29918
47332321
500560
10886
27619
184334
29376
285868
31464821
20127
489401
284223
4097
279605
255919
42821
4443
56887
231623
25084169
19824126
65433
25452
26444
460979
16245
21371767
18950756
56602
1216
144531
4492
55289
164634
11874
49719
30942
13652
20617
38327
19376355
49080
21247
32231
82981
64963
50759
21209639
18952408
21179
191727
79505
65711
19058
37410
32558
55866
142056
5166
17311
26741
13696
8504
50350
31577
25508
34414
18933194
36787
91345
12099
10992
33603
17744
23321
1210
27121
170625
12243
77880
30045
8102
13465
9478
51591
30047
66956
34240
17745
56667
56615
16854
57648
900
55545
5675
3758
5676
585629
22218
22219
84237
717
34352
8500
17320
10854
3392
26683
9845
6136
37998
51255
11525
7966125
75150
48532
7891
21287
29370
2480306
21485
204281
19594563
47264
6395779
71989
5408
33642554
13882056
43568
18582186
25507
51593
19001
5079506
80207
17909
19916686
60154
74331
18691665
30583
207620
921432
16634
8013
40203
49260
41896
47402
39768
55880
38881
13035
40548
50450
387608
20572
10396793
41971
41188263
28825
6690
211271
4752
1481886
85423
2804704
51572
209982
56836
19167553
77698
52477
53316
62233
194253
1723133
17168
58635
219665
23037
57631
51983
1051892
27862
12460
43126
17306237
25825
43127
20146
54211
24355
21654
24731
25994100
168998
57042
12666
6452
208430
57361
11891
85234
44371
84551
56230
28017
249853
32712
19605
13027
28679
44361
6139438
21437
57400
1644
27629
57659
31232
10156432
57654
52593
802
56827
57059
57061
51554
56606
202482
55904
44251
56638
285213
69336
56824
8914
21350970
25169
56100
56661
56823
47862343
45007
57671
28740
37428
57053
51282
45773
52710
56690
26214389
21482
57030
23149963
90451
5024887
57044
56689
18402
12837
238686
56597
56664
56680
42620
25002
30589
57669
18093
13590
342526
52911
20611325
21808348
20514897
7555884
41536
33278
4460850
1365
44252
68736
29247
21869
214478
98132
193276
63121
37464286
170987
1227284
439002
19654281
67393
13777
159275
152680
17360
21533
1490376
184730
224587
26709
804581
44608
436600
145325
19318
38483
17238607
226715
72336
40255
27159
36649
6260
441671
17900
405548
6920
167906
22388
9472
18717338
613492
23508247
158185
13623
72164
